Cluster Index,Region:Probability,
cluster_00011,'4025:0.987402','2029:0.875591','4029:0.784252','5002:0.656693','43:0.566929','2025:0.474016','4010:0.182677','63:0.144882','4013:0.140157','2010:0.085039','4005:0.051969','0:0.045669','2013:0.034646','4008:0.033071','2005:0.028346','49:0.026772','4007:0.022047','4001:0.018898','251:0.015748','4031:0.014173','4021:0.014173','4009:0.011024','41:0.009449','2008:0.007874','2000:0.007874','53:0.007874','4030:0.006299','77:0.004724','4011:0.004724','4023:0.003150','2016:0.003150','2007:0.001575','2021:0.001575','4015:0.001575','3010:0.001575','2011:0.001575','50:0.001575',
cluster_00012,'4008:0.994737','2008:0.939474','4001:0.702632','2015:0.510526','4015:0.489474','2001:0.289474','5002:0.260526','4031:0.194737','2030:0.147368','4029:0.128947','4030:0.128947','2031:0.081579','2029:0.063158','0:0.060526','4009:0.036842','2009:0.015789','4034:0.010526','4025:0.007895','4035:0.002632',
cluster_00013,'4025:0.944162','4029:0.873096','4008:0.817259','2008:0.766497','2025:0.629442','5002:0.497462','2011:0.228426','2029:0.208122','4011:0.203046','4010:0.177665','2023:0.142132','4023:0.131980','0:0.111675','2010:0.101523','4017:0.101523','43:0.086294','1025:0.050761','2017:0.040609','1023:0.025381','251:0.015228','2005:0.015228','4031:0.015228','3023:0.005076','4035:0.005076','4021:0.005076','1017:0.005076','63:0.005076','3025:0.005076',
cluster_00014,'4025:0.942808','4005:0.641248','4029:0.603120','2029:0.599653','43:0.488735','4021:0.471404','4013:0.428076','2005:0.409012','2025:0.391681','5002:0.272097','63:0.157712','2013:0.150780','2021:0.126516','4011:0.103986','4010:0.098787','0:0.090121','4007:0.055459','2010:0.041594','2011:0.034662','4008:0.027730','1005:0.020797','77:0.017331','4009:0.015598','3005:0.010399','4001:0.006932','2007:0.006932','4030:0.003466','2008:0.003466','2000:0.003466','1025:0.003466','2009:0.001733','3021:0.001733','1021:0.001733','53:0.001733',
cluster_00015,'4008:1.000000','2008:0.932000','5002:0.632000','4031:0.376000','4001:0.316000','2031:0.228000','4029:0.164000','4030:0.160000','2030:0.144000','2001:0.140000','4011:0.088000','2011:0.072000','2015:0.068000','4025:0.064000','4015:0.044000','0:0.032000','43:0.016000','2029:0.012000','4034:0.012000','63:0.008000','4035:0.004000','2034:0.004000','4022:0.004000','4024:0.004000','2035:0.004000',
cluster_00016,'5002:0.922819','4029:0.822148','4025:0.751678','4008:0.630872','2008:0.573826','43:0.540268','49:0.385906','2029:0.278523','4011:0.224832','4010:0.221477','63:0.221477','2011:0.221477','251:0.124161','0:0.110738','24:0.097315','2010:0.097315','16:0.067114','41:0.060403','4021:0.060403','5001:0.053691','2025:0.040268','53:0.036913','4005:0.036913','4013:0.033557','4023:0.026846','4031:0.023490','4035:0.023490','60:0.020134','3010:0.020134','50:0.016779','2000:0.016779','4001:0.016779','2005:0.013423','4:0.013423','4007:0.010067','14:0.010067','252:0.010067','10:0.006711','31:0.006711','28:0.003356','15:0.003356','4017:0.003356','2021:0.003356','1005:0.003356','4030:0.003356','2013:0.003356','4002:0.003356',
cluster_00017,'4029:0.997375','2029:0.900262','2008:0.847769','4008:0.837270','4025:0.497375','5002:0.216535','2025:0.106299','2011:0.097113','0:0.095801','4011:0.078740','4017:0.038058','2017:0.007874','4022:0.006562','2022:0.003937','4013:0.002625','2015:0.001312','4021:0.001312','4024:0.001312','1025:0.001312',
cluster_00018,'4029:0.942584','4008:0.918660','2029:0.849282','2008:0.770335','2011:0.404306','4011:0.351675','4025:0.320574','5002:0.241627','0:0.112440','4007:0.011962','2022:0.007177','2015:0.007177','4017:0.007177','4021:0.007177','2025:0.007177','4009:0.004785','4015:0.004785','4022:0.004785','2009:0.004785',
cluster_00019,'4029:0.974790','4008:0.935574','2029:0.865546','5002:0.641457','4009:0.571429','4011:0.478992','2009:0.422969','4025:0.375350','4015:0.330532','4007:0.280112','2015:0.252101','2011:0.173669','2008:0.170868','2007:0.148459','0:0.086835','4013:0.067227','2025:0.058824','4022:0.050420','4017:0.047619','2022:0.036415','4001:0.030812','47:0.019608','4031:0.016807','2017:0.011204','4021:0.005602','63:0.002801','2023:0.002801','4024:0.002801','43:0.002801','1025:0.002801',
cluster_00020,'4008:0.948571','5002:0.931429','2008:0.754286','4010:0.594286','4025:0.451429','4029:0.400000','251:0.314286','43:0.297143','2010:0.257143','4011:0.222857','2011:0.205714','5001:0.137143','0:0.120000','2025:0.120000','4015:0.085714','2015:0.080000','3010:0.080000','41:0.068571','4031:0.051429','4009:0.040000','63:0.040000','4:0.034286','49:0.034286','1010:0.028571','24:0.028571','4023:0.017143','4013:0.017143','2031:0.017143','2013:0.011429','10:0.011429','2009:0.011429','53:0.011429','2005:0.011429','2:0.011429','2029:0.005714','2023:0.005714','2000:0.005714','1025:0.005714','3025:0.005714','252:0.005714',
cluster_00021,'5002:0.984709','4008:0.969419','2008:0.957187','4029:0.608563','43:0.425076','4010:0.311927','251:0.296636','49:0.235474','5001:0.155963','4025:0.152905','63:0.107034','24:0.094801','0:0.082569','4031:0.079511','2010:0.076453','41:0.061162','4023:0.058104','4:0.058104','3010:0.055046','2029:0.042813','10:0.030581','50:0.030581','252:0.024465','16:0.018349','53:0.015291','2025:0.015291','2031:0.015291','2000:0.012232','31:0.009174','4035:0.009174','60:0.006116','2016:0.006116','2023:0.003058','3023:0.003058','2:0.003058','2013:0.003058','4017:0.003058','1025:0.003058','14:0.003058',
cluster_00022,'4008:0.989975','2008:0.776942','4015:0.719298','2015:0.701754','4001:0.408521','4031:0.358396','2031:0.288221','4009:0.210526','5002:0.147870','2009:0.147870','2001:0.085213','4011:0.045113','0:0.035088','4007:0.015038','2011:0.012531','2007:0.007519','4029:0.007519','2030:0.005013',
cluster_00023,'4029:0.991803','4008:0.929508','2029:0.870492','2008:0.731148','4025:0.562295','4011:0.304918','2011:0.293443','2025:0.152459','5002:0.122951','0:0.059016','4007:0.024590','4015:0.018033','2015:0.016393','4021:0.009836','2009:0.008197','4009:0.008197','4013:0.008197','2007:0.004918','4022:0.003279','43:0.003279','2022:0.003279','2010:0.001639','4010:0.001639',
cluster_00024,'4008:0.960452','2008:0.881356','5002:0.759887','4029:0.734463','4025:0.367232','4011:0.177966','2011:0.172316','43:0.121469','2029:0.084746','0:0.048023','4031:0.039548','63:0.022599','2015:0.016949','4017:0.016949','2025:0.014124','4015:0.014124','4030:0.011299','4022:0.005650','4024:0.002825','2001:0.002825','4013:0.002825','4001:0.002825','2031:0.002825','2023:0.002825','2013:0.002825','4021:0.002825','4010:0.002825',
cluster_00025,'4008:0.994536','2008:0.956284','5002:0.642077','4029:0.579235','4031:0.472678','2031:0.322404','2029:0.144809','4024:0.073770','4022:0.049180','4025:0.035519','0:0.032787','2022:0.027322','43:0.027322','2024:0.010929','4017:0.010929','4011:0.005464','2011:0.005464','4001:0.002732','4010:0.002732','63:0.002732','49:0.002732','2030:0.002732','2035:0.002732',
cluster_00026,'4008:1.000000','2008:0.897222','4009:0.688889','4015:0.558333','5002:0.533333','2009:0.494444','2015:0.377778','4011:0.313889','4029:0.247222','4007:0.200000','2007:0.152778','2011:0.102778','4031:0.091667','4025:0.077778','0:0.072222','2031:0.063889','2029:0.061111','4013:0.058333','4001:0.036111','47:0.019444','4022:0.011111','2022:0.005556','2025:0.002778','4021:0.002778','4024:0.002778','2013:0.002778',
cluster_00027,'4025:0.979066','4010:0.848631','2029:0.632850','2025:0.621578','4029:0.533011','2010:0.442834','4005:0.299517','5002:0.299517','4013:0.247987','2005:0.210950','43:0.177134','53:0.177134','4021:0.164251','0:0.154589','251:0.146538','49:0.119163','2013:0.114332','2016:0.085346','2000:0.080515','63:0.072464','4016:0.066023','3010:0.053140','41:0.048309','2021:0.037037','5001:0.028986','60:0.016103','1025:0.011272','4023:0.009662','4:0.009662','4011:0.004831','2007:0.004831','1005:0.004831','16:0.004831','3025:0.003221','4007:0.003221','1010:0.003221','252:0.003221','2:0.003221','2008:0.001610','1029:0.001610','4008:0.001610',
cluster_00028,'4021:0.842105','4005:0.798246','2029:0.730994','4029:0.654971','4025:0.581871','2005:0.502924','2021:0.470760','4013:0.454678','2013:0.447368','2025:0.312865','0:0.141813','4011:0.052632','43:0.046784','4007:0.040936','63:0.024854','2007:0.017544','5002:0.016082','1025:0.014620','4008:0.014620','2011:0.007310','2010:0.007310','77:0.007310','47:0.005848','1005:0.004386','1029:0.004386','4010:0.004386','1013:0.002924','3025:0.002924','2008:0.002924','3010:0.001462','4009:0.001462','1021:0.001462',
cluster_00029,'4008:1.000000','2008:0.976789','2015:0.531915','4015:0.466151','4029:0.131528','4001:0.075435','5002:0.075435','4009:0.067698','0:0.061896','2029:0.059961','4011:0.048356','2009:0.025145','4031:0.023211','2031:0.021277','2011:0.017408','2001:0.015474','4007:0.007737','4013:0.007737','2030:0.001934','2007:0.001934','4025:0.001934',
cluster_00030,'4029:0.972222','2029:0.887153','4008:0.864583','2008:0.600694','4011:0.571181','2011:0.515625','4025:0.506944','0:0.083333','2025:0.069444','5002:0.057292','4021:0.039931','4007:0.027778','4009:0.015625','4005:0.010417','2009:0.006944','4013:0.006944','4015:0.005208','2015:0.005208','2005:0.003472','2013:0.001736','2007:0.001736',
cluster_00031,'4008:0.996779','2008:0.879227','4011:0.541063','4029:0.513688','4009:0.491143','4015:0.367150','2009:0.363929','2015:0.291465','2011:0.272142','4007:0.214171','2029:0.201288','5002:0.172303','4025:0.107890','2007:0.088567','4013:0.059581','0:0.057971','2025:0.003221','4001:0.003221','2013:0.001610','47:0.001610','43:0.001610','4021:0.001610',
cluster_00032,'4025:0.972067','5002:0.677374','4010:0.603352','2025:0.593575','2029:0.560056','4029:0.551676','2010:0.311453','43:0.275140','251:0.215084','63:0.090782','49:0.085196','0:0.072626','5001:0.062849','41:0.058659','53:0.050279','3010:0.037709','2000:0.030726','1025:0.020950','2016:0.019553','2013:0.012570','4:0.006983','2:0.005587','10:0.005587','24:0.005587','3025:0.005587','4008:0.005587','4016:0.004190','4013:0.004190','60:0.004190','4023:0.004190','4017:0.004190','2008:0.002793','1010:0.002793','16:0.002793','1029:0.001397','4001:0.001397','47:0.001397','2005:0.001397','4005:0.001397','3029:0.001397',
cluster_00033,'4025:0.916667','4021:0.666667','4010:0.665033','5002:0.648693','4005:0.637255','43:0.535948','4029:0.503268','2029:0.416667','4013:0.408497','2005:0.406863','4011:0.287582','63:0.272876','251:0.215686','2010:0.202614','2011:0.200980','2021:0.165033','49:0.153595','53:0.151961','2025:0.151961','0:0.116013','41:0.088235','3010:0.073529','5001:0.066993','2013:0.062092','4008:0.060458','2000:0.032680','2016:0.029412','4:0.024510','1005:0.021242','4016:0.016340','4023:0.014706','1010:0.013072','16:0.011438','60:0.011438','24:0.009804','1029:0.009804','4007:0.006536','3029:0.006536','252:0.006536','3005:0.004902','2008:0.004902','77:0.004902','1023:0.003268','1011:0.003268','1021:0.003268','2:0.003268','14:0.001634','1025:0.001634','3023:0.001634','3021:0.001634','2023:0.001634','2007:0.001634','4017:0.001634','3011:0.001634',
cluster_00034,
cluster_00035,'4008:1.000000','2008:0.984848','4029:0.421212','2029:0.248485','5002:0.169697','2011:0.121212','0:0.115152','2015:0.100000','4011:0.096970','4031:0.081818','4015:0.063636','2031:0.045455','4025:0.021212','2009:0.015152','4009:0.012121',
cluster_00036,'4029:0.983283','2029:0.943769','4011:0.840426','2011:0.723404','4025:0.500000','4008:0.500000','2008:0.281155','4021:0.121581','0:0.079027','4007:0.079027','4005:0.077508','5002:0.075988','2025:0.063830','2005:0.019757','4013:0.013678','2007:0.010638','43:0.003040','2021:0.003040','2015:0.001520','2013:0.001520','2009:0.001520','4009:0.001520',
cluster_00037,'5002:0.979719','4029:0.940718','2029:0.786271','4001:0.755070','4025:0.683307','4030:0.606864','4008:0.572543','2030:0.477379','4015:0.449298','2015:0.360374','4009:0.266771','4031:0.238690','4011:0.202808','4034:0.171607','4035:0.159126','2008:0.154446','2009:0.143526','4013:0.118565','4005:0.112324','2011:0.092044','4021:0.071763','0:0.060842','4007:0.059282','2005:0.039002','4016:0.035881','2025:0.032761','43:0.026521','2001:0.024961','2034:0.020281','2035:0.009360','63:0.007800','2013:0.004680','2021:0.003120','2007:0.001560','1005:0.001560','51:0.001560',
cluster_00038,'4025:0.961207','5002:0.933190','4029:0.881466','2029:0.877155','49:0.650862','60:0.396552','43:0.329741','63:0.325431','16:0.228448','53:0.228448','2025:0.221983','0:0.120690','4010:0.101293','4013:0.099138','4008:0.086207','2016:0.077586','4035:0.077586','4016:0.068966','24:0.049569','4031:0.047414','4005:0.043103','2008:0.043103','41:0.034483','2005:0.028017','2000:0.023707','2010:0.021552','51:0.015086','52:0.012931','4030:0.010776','2007:0.008621','2013:0.008621','47:0.008621','4007:0.006466','4021:0.006466','251:0.004310','15:0.004310','50:0.002155','2006:0.002155','62:0.002155','4023:0.002155','14:0.002155','10:0.002155','46:0.002155','4034:0.002155','2035:0.002155',
cluster_00039,'4029:0.968610','2029:0.872197','4025:0.802691','4008:0.558296','2008:0.475336','4011:0.459641','2011:0.443946','2025:0.331839','0:0.123318','4021:0.060538','4005:0.044843','5002:0.042601','2005:0.020179','2021:0.017937','4013:0.011211','4007:0.008969','1025:0.006726','63:0.006726','2013:0.006726','1005:0.004484','43:0.004484',
cluster_00040,'4025:0.996711','251:0.904605','2025:0.873355','4010:0.851974','5001:0.741776','5002:0.710526','4:0.532895','3010:0.434211','2029:0.250000','4029:0.228618','0:0.123355','1025:0.083882','10:0.070724','31:0.059211','2010:0.054276','4023:0.046053','1010:0.031250','43:0.031250','2:0.026316','17:0.021382','41:0.018092','49:0.016447','3025:0.014803','2005:0.013158','24:0.011513','3023:0.009868','1029:0.009868','63:0.008224','2023:0.008224','4017:0.008224','1023:0.004934','3013:0.004934','3016:0.001645','3029:0.001645','252:0.001645','2000:0.001645',
cluster_00041,
cluster_00042,'4029:0.987847','4008:0.901042','2029:0.845486','2008:0.842014','4025:0.526042','5002:0.322917','2025:0.199653','4031:0.038194','0:0.034722','2031:0.024306','4017:0.010417','1025:0.006944','4011:0.003472','2005:0.003472','2022:0.001736','3025:0.001736','2015:0.001736','2017:0.001736',
cluster_00043,'4025:0.977778','5002:0.947619','4009:0.863492','2009:0.750794','2025:0.588889','2029:0.531746','4029:0.512698','4007:0.469841','4015:0.415873','4013:0.328571','4001:0.309524','4008:0.233333','2015:0.153968','43:0.139683','2007:0.130159','0:0.080952','2005:0.044444','4011:0.042857','1025:0.038095','4031:0.030159','4016:0.022222','63:0.020635','4005:0.015873','47:0.014286','4030:0.012698','1005:0.011111','3025:0.011111','4010:0.011111','2008:0.009524','4021:0.009524','2013:0.009524','2011:0.007937','4023:0.004762','1029:0.003175','2001:0.003175','3029:0.003175','3005:0.003175','53:0.001587','3021:0.001587','77:0.001587',
cluster_00044,'5002:0.990276','4015:0.821718','4025:0.816856','4029:0.764992','2029:0.711507','4001:0.667747','4009:0.664506','2015:0.586710','2009:0.439222','2025:0.356564','4030:0.257699','4031:0.241491','4007:0.241491','4013:0.191248','4008:0.147488','43:0.132901','4016:0.131280','0:0.059968','2008:0.059968','63:0.051864','2030:0.037277','4017:0.030794','4035:0.029173','4034:0.019449','53:0.014587','4023:0.012966','2007:0.012966','41:0.011345','2005:0.009724','4010:0.008104','1025:0.006483','2013:0.006483','4011:0.003241','2034:0.001621','2016:0.001621','4005:0.001621','1029:0.001621','3025:0.001621',
cluster_00045,'251:0.989201','4025:0.987041','4010:0.911447','3010:0.874730','4:0.734341','5001:0.680346','2029:0.624190','4029:0.617711','5002:0.455724','2025:0.442765','4005:0.315335','31:0.228942','2005:0.222462','4021:0.183585','0:0.177106','3025:0.146868','3013:0.118790','4013:0.103672','43:0.095032','2010:0.088553','1025:0.077754','1010:0.069114','2:0.028078','4011:0.023758','17:0.019438','2021:0.019438','4008:0.019438','63:0.017279','1013:0.015119','41:0.010799','3016:0.010799','1016:0.010799','2013:0.010799','1005:0.008639','10:0.008639','3005:0.006479','3029:0.006479','1029:0.006479','1007:0.004320','3009:0.004320','3007:0.002160','3021:0.002160','1000:0.002160','2008:0.002160','2000:0.002160','2011:0.002160',
cluster_00046,'4029:0.990926','2029:0.860254','4025:0.769510','2008:0.764065','4008:0.758621','2025:0.343013','5002:0.121597','0:0.079855','4011:0.067151','2011:0.061706','1025:0.005445','4005:0.005445','4021:0.005445','2005:0.003630','2021:0.001815','63:0.001815','4009:0.001815','4013:0.001815','43:0.001815',
cluster_00047,
cluster_00048,'4008:0.967294','2008:0.898910','5002:0.890981','4030:0.883053','2030:0.853320','4001:0.831516','4031:0.326065','4029:0.306244','4034:0.212091','4025:0.126858','4035:0.116947','2015:0.114965','2001:0.105055','4011:0.103072','4015:0.083251','2011:0.074331','2029:0.048563','0:0.047572','4013:0.020813','4009:0.015857','2034:0.010902','2022:0.006938','2031:0.005946','2035:0.004955','4021:0.004955','2009:0.004955','4007:0.001982','4005:0.001982','4022:0.000991','2024:0.000991',
cluster_00049,'4025:0.992945','2025:0.851852','2029:0.423280','4029:0.350970','4010:0.329806','5002:0.306878','2010:0.236332','43:0.167549','0:0.116402','2005:0.089947','4005:0.047619','2013:0.044092','1025:0.037037','4013:0.031746','63:0.012346','1029:0.008818','3025:0.007055','2021:0.005291','4021:0.005291','3029:0.005291','251:0.005291','4008:0.005291','2000:0.003527','47:0.003527','4023:0.003527','4001:0.003527','1005:0.003527','4007:0.001764','4011:0.001764','3021:0.001764','4031:0.001764','1010:0.001764','2008:0.001764','4009:0.001764','3005:0.001764',
cluster_00050,'5002:1.000000','4008:0.894988','2008:0.878282','4029:0.706444','4035:0.455847','60:0.422434','49:0.417661','4031:0.357995','4025:0.288783','16:0.193317','2029:0.162291','51:0.136038','52:0.136038','53:0.126492','4034:0.097852','4030:0.097852','63:0.085919','0:0.071599','43:0.064439','2035:0.047733','2034:0.040573','4001:0.035800','24:0.026253','2030:0.026253','2011:0.023866','4011:0.019093','2016:0.009547','15:0.009547','62:0.009547','4013:0.009547','54:0.007160','2000:0.007160','41:0.007160','14:0.004773','4022:0.004773','4016:0.004773','2025:0.004773','2001:0.004773','50:0.004773','44:0.004773','4021:0.002387','28:0.002387','47:0.002387','2031:0.002387','2022:0.002387','4015:0.002387',
cluster_00051,'4025:0.967078','4007:0.740741','2025:0.619342','5002:0.613169','2029:0.569959','2007:0.559671','4029:0.553498','4013:0.510288','4011:0.442387','4009:0.386831','4008:0.368313','2009:0.242798','2011:0.172840','43:0.170782','0:0.127572','4021:0.106996','47:0.084362','4005:0.078189','2005:0.072016','4015:0.065844','2013:0.053498','63:0.043210','2015:0.020576','1025:0.016461','2021:0.012346','2008:0.010288','3025:0.006173','1029:0.004115','4010:0.004115','77:0.004115','4001:0.002058','4016:0.002058','2010:0.002058','2017:0.002058','2016:0.002058',
cluster_00052,'4008:0.997845','2008:0.973060','4015:0.726293','4009:0.628233','2009:0.546336','2015:0.453664','4011:0.221983','4001:0.100216','5002:0.093750','4007:0.081897','4029:0.076509','2011:0.062500','0:0.044181','2007:0.035560','4013:0.022629','4025:0.017241','2001:0.009698','2029:0.005388','4021:0.001078',
cluster_00053,
cluster_00054,'4025:0.983516','4029:0.818681','4011:0.730769','2011:0.659341','2025:0.642857','2029:0.489011','4021:0.376374','5002:0.354396','4008:0.211538','0:0.203297','4005:0.173077','4017:0.140110','2008:0.126374','2021:0.115385','2017:0.104396','2005:0.104396','2023:0.076923','4013:0.071429','4007:0.065934','2013:0.049451','4023:0.041209','2007:0.019231','1025:0.016484','4022:0.016484','63:0.013736','1023:0.013736','1017:0.010989','43:0.008242','1005:0.005495','3025:0.005495','1013:0.005495','1021:0.005495','2022:0.005495','3021:0.002747','3005:0.002747','2031:0.002747','4024:0.002747','4028:0.002747','4010:0.002747','2028:0.002747',
cluster_00055,'4008:1.000000','2008:0.905812','4031:0.637275','2031:0.525050','5002:0.262525','2015:0.224449','4015:0.160321','4011:0.094188','2011:0.076152','4029:0.076152','0:0.068136','4001:0.048096','4009:0.014028','2009:0.012024','2029:0.002004','4022:0.002004',
cluster_00056,'5002:0.963173','4029:0.963173','2029:0.699717','43:0.543909','4025:0.410765','4008:0.379603','2008:0.314448','63:0.150142','4010:0.130312','4031:0.093484','4001:0.073654','49:0.059490','2010:0.033994','41:0.028329','2025:0.028329','251:0.025496','0:0.019830','5001:0.019830','4030:0.016997','4013:0.014164','53:0.014164','3010:0.008499','2031:0.005666','4007:0.002833','2013:0.002833','2005:0.002833','4016:0.002833','4017:0.002833','4023:0.002833','2001:0.002833','2000:0.002833','2030:0.002833',
cluster_00057,
cluster_00058,
cluster_00059,'4008:0.995876','2008:0.940206','4029:0.826804','2029:0.597938','5002:0.443299','4025:0.144330','4031:0.055670','2015:0.049485','0:0.041237','43:0.037113','4011:0.030928','4015:0.028866','2011:0.016495','2031:0.016495','2025:0.010309','4017:0.006186','2001:0.004124','4009:0.004124','2022:0.002062','4001:0.002062','4022:0.002062','63:0.002062',
cluster_00060,'5002:0.946970','4025:0.919192','49:0.823232','2025:0.618687','4029:0.550505','2029:0.489899','43:0.484848','16:0.404040','63:0.376263','60:0.363636','53:0.209596','4010:0.191919','0:0.121212','4017:0.118687','4035:0.108586','2016:0.106061','4016:0.098485','24:0.093434','4023:0.060606','28:0.060606','4031:0.053030','2010:0.047980','41:0.040404','14:0.040404','1025:0.037879','2000:0.025253','10:0.022727','15:0.017677','50:0.012626','2005:0.012626','4013:0.010101','8:0.010101','3025:0.007576','3029:0.007576','4007:0.007576','2007:0.007576','2013:0.007576','47:0.005051','51:0.005051','1029:0.005051','54:0.005051','7:0.005051','52:0.002525','2017:0.002525','4008:0.002525','2008:0.002525','4030:0.002525','5001:0.002525',
cluster_00061,'4029:0.986381','4008:0.856031','2008:0.830739','5002:0.671206','2029:0.638132','4025:0.455253','4022:0.428016','2022:0.365759','4017:0.264591','2011:0.250973','4011:0.210117','4024:0.151751','0:0.124514','4031:0.064202','2024:0.040856','2025:0.027237','2017:0.017510','2031:0.011673','2015:0.007782','4021:0.005837','4005:0.001946','4009:0.001946','4023:0.001946','2009:0.001946','4007:0.001946',
cluster_00062,'4011:0.983170','2011:0.931276','4029:0.736325','2029:0.643759','4008:0.253857','4021:0.239832','4007:0.235624','4005:0.155680','5002:0.109397','4025:0.107994','2008:0.082749','0:0.046283','2007:0.042076','2005:0.040673','4013:0.028050','2025:0.008415','43:0.005610','2021:0.005610','2015:0.002805','2009:0.001403','63:0.001403',
cluster_00063,
cluster_00064,'4011:0.880658','4007:0.865569','4029:0.832647','2029:0.737997','2007:0.665295','2011:0.504801','4025:0.410151','4021:0.351166','5002:0.336077','4008:0.241427','4005:0.215364','4013:0.182442','47:0.120713','0:0.100137','2005:0.087791','4009:0.067215','2025:0.050754','2013:0.041152','2009:0.030178','2021:0.024691','43:0.024691','63:0.017833','2008:0.013717','1005:0.002743','46:0.002743','1025:0.001372','2015:0.001372',
cluster_00065,'4021:0.952962','4005:0.914634','4013:0.801394','2013:0.743902','2005:0.581882','2021:0.580139','2029:0.547038','4029:0.500000','4025:0.158537','0:0.135889','4011:0.132404','1005:0.052265','2025:0.048780','47:0.048780','63:0.040070','2011:0.040070','2007:0.031359','4007:0.027875','43:0.024390','1013:0.022648','1029:0.020906','3005:0.020906','1025:0.013937','3029:0.008711','1021:0.005226','5002:0.005226','4008:0.001742','3021:0.001742','3013:0.001742','8:0.001742','3025:0.001742',
