Cluster Index, Regions:Probability, 
cluster_00013,'1029:0.95073','1009:0.87771','5001:0.79649','1025:0.64002','1007:0.61801','1008:0.58211','1011:0.3107','1013:0.22994','1015:0.20684','1001:0.12285','8:0.080261','1021:0.0073478','1016:0.0027928','1031:0.0025601','1017:0.0016292','1030:0.0015294','7:0.00056522','77:0.00043222','1005:0.00039898','1022:0.00033248','17:0.00026598','1023:0.00013299','2:3.3248e-05','1010:3.3248e-05','1035:3.3248e-05',
cluster_00014,'1008:0.99689','1029:0.6148','1011:0.59987','1015:0.27057','1009:0.1344','5001:0.12088','1025:0.05058','1001:0.024254','1007:0.011853','1013:0.0035955','1021:0.0022548','1031:0.0021634','77:0.00063987','1022:0.00027423','1017:0.00021329',
cluster_00015,'1025:0.98857','1029:0.6121','1010:0.22978','5001:0.17905','1005:0.16721','1013:0.053099','1021:0.032403','1008:0.021323','1023:0.0024738','1011:0.001533','251:0.0011846','77:0.00034842','1031:0.00027874','2:0.00020905','1007:0.00013937','1009:6.9684e-05','8:3.4842e-05','1001:3.4842e-05','1030:3.4842e-05',
cluster_00016,'1025:0.92637','1029:0.8304','1005:0.71619','1021:0.5064','1013:0.36298','5001:0.10212','1007:0.043654','1008:0.030446','1011:0.029878','1010:0.026673','77:0.0065648','1009:0.0054793','1023:0.0002843','1015:0.00010338','1030:7.7537e-05','1001:2.5846e-05',
cluster_00017,'5001:0.98569','251:0.9442','1025:0.92657','1010:0.87189','1011:0.81787','1029:0.75346','1021:0.6415','1013:0.52324','1007:0.4526','1008:0.34467','1017:0.11297','1023:0.11095','1005:0.087088','8:0.063758','10:0.045058','1022:0.036569','2:0.035975','1009:0.031701','1031:0.02707','252:0.026417','1035:0.011754','17:0.0096765','7:0.0067676','16:0.0067676','1001:0.0062927','1024:0.0061739','11:0.0044524','77:0.004393','1030:0.0039774','28:0.0027308','1015:0.0024933','1016:0.0020778','1034:0.00077174',
cluster_00018,'5001:0.99974','1030:0.92452','1025:0.87334','1031:0.75177','1029:0.74092','1001:0.59375','1035:0.23798','1034:0.19425','1017:0.098146','1015:0.058179','1008:0.05342','1023:0.049443','1005:0.045139','1010:0.019734','1022:0.0078021','1021:0.0029557','1011:0.0025645','1009:0.0022602','1013:0.00039119','1024:0.00036946','77:8.6932e-05','11:6.5199e-05','1007:4.3466e-05',
cluster_00019,'1008:0.95289','1031:0.80245','1015:0.20752','1001:0.16694','5001:0.10921','1029:0.052161','1030:0.038941','1011:0.013902','1022:0.0095349','1009:0.0083731','77:0.00072112','1024:8.0125e-05','1007:4.0062e-05',
cluster_00020,'1025:0.97742','1029:0.96956','1008:0.41824','1011:0.35998','5001:0.298','1005:0.12714','1017:0.11675','1023:0.085124','1021:0.066868','1010:0.012753','1022:0.0087788','1013:0.006595','1024:0.0038871','1007:0.0021838','1035:0.0013103','1031:0.00048043','77:0.00021838','1028:8.7352e-05','251:4.3676e-05','1009:4.3676e-05',
cluster_00021,'1025:0.99815','251:0.99317','1010:0.95297','1021:0.93403','1005:0.8612','1029:0.85418','5001:0.68794','1011:0.63857','1013:0.44776','1008:0.12677','2:0.017426','1007:0.009348','77:0.0021735','17:0.00044239','1001:0.00021158','1009:0.00019234','10:0.00015388','8:1.9234e-05','1030:1.9234e-05',
cluster_00022,'1008:0.90066','5001:0.86232','1001:0.73484','1011:0.71111','1029:0.59704','1030:0.44577','1025:0.3261','1021:0.24993','1015:0.24398','1031:0.22173','1005:0.1071','1009:0.10245','1013:0.091862','1034:0.014838','1007:0.012346','1035:0.01144','10:0.00073625','1016:0.00033981','17:0.00028317','1022:0.0001699','12:5.6635e-05','1010:5.6635e-05',
cluster_00023,'251:0.98897','5001:0.98543','1025:0.88746','1009:0.82057','1010:0.80525','1029:0.78757','1008:0.56977','1007:0.55778','1013:0.40276','1011:0.33294','1015:0.2936','1005:0.27007','1001:0.18313','1021:0.18257','8:0.04626','2:0.043911','1016:0.014372','1031:0.013894','1030:0.0127','1023:0.0057327','17:0.003145','10:0.0028265','77:0.0013137','7:0.0011545','1035:0.0011147','252:0.0010351','28:0.00035829','1034:0.00019905','16:7.9621e-05',
cluster_00024,'251:0.99119','5001:0.98429','1025:0.92109','1010:0.88559','1029:0.69945','1008:0.67995','1009:0.58348','1011:0.53924','1007:0.46546','1015:0.24569','1013:0.22146','1001:0.078443','8:0.041172','1021:0.026473','1005:0.025786','1023:0.016938','1031:0.016324','2:0.015313','1017:0.010365','7:0.0024558','10:0.0016974','1022:0.0012279','77:0.00072231','1030:0.00050562','252:0.0004695','17:0.00043339','1035:0.00032504','1016:0.00014446','11:7.2231e-05','1024:7.2231e-05',
cluster_00025,'1029:0.96833','1008:0.95449','1009:0.7456','5001:0.68472','1011:0.51655','1015:0.43084','1007:0.31528','1025:0.23481','1001:0.1347','1031:0.071276','1022:0.053289','1013:0.039565','1017:0.038031','8:0.024195','1024:0.0060581','1021:0.0050858','1030:0.0026177','1023:0.0022811','77:0.00052354','1035:0.00037396','1010:0.00029917','7:7.4792e-05','17:7.4792e-05','1016:7.4792e-05','1028:7.4792e-05',
cluster_00026,'1008:0.99511','1029:0.99124','1025:0.43781','5001:0.21595','1011:0.15805','1015:0.022265','1009:0.0052552','1031:0.0025123','1001:0.0013368','1005:0.0010602','1017:0.00043793','77:0.00041488','1007:0.00034573','1013:0.00020744','1021:0.00013829','1010:6.9147e-05','1022:6.9147e-05','1030:6.9147e-05','1023:2.3049e-05',
cluster_00027,'5001:0.97389','1029:0.95752','1025:0.88569','10:0.77327','28:0.37831','16:0.23593','1008:0.22284','17:0.13381','1035:0.13327','1030:0.11115','1013:0.056897','1005:0.047255','1031:0.045567','1010:0.043267','1016:0.042899','2:0.015564','1034:0.014438','12:0.011991','1007:0.0097154','13:0.0081247','1011:0.0059467','1021:0.0023493','1001:0.002227','8:0.00073416','251:0.0006118','1015:0.00048944','1023:0.00022025','18:0.0001713','77:0.00012236','1009:7.3416e-05','11:4.8944e-05','7:2.4472e-05','252:2.4472e-05','1014:2.4472e-05',
cluster_00028,'1010:0.99112','251:0.98536','1025:0.95755','1029:0.75544','1005:0.72932','5001:0.61633','1021:0.43609','1013:0.37807','1011:0.064666','2:0.045196','1008:0.028933','1007:0.017113','1016:0.015645','17:0.011936','1009:0.0045196','77:0.0035925','10:0.0035539','1023:0.00050218','28:0.00030904','1001:0.00027041','1030:0.00015452','1015:7.7259e-05','1031:7.7259e-05','1034:7.7259e-05','1035:7.7259e-05','8:3.8629e-05','1017:3.8629e-05',
cluster_00029,'1029:0.98628','1008:0.98597','5001:0.67476','1011:0.55863','1015:0.21312','1025:0.12792','1009:0.10351','1022:0.085593','1031:0.07903','1017:0.035605','1001:0.023108','1007:0.016623','1024:0.0083707','1013:0.0023972','1021:0.0012969','77:0.00039299','1035:0.00023579','1023:0.0001572','1030:0.0001179','8:3.9299e-05',
cluster_00030,'1008:0.99938','1009:0.8833','1015:0.55142','5001:0.40555','1011:0.32984','1001:0.22127','1007:0.19492','1031:0.17239','1029:0.13998','1025:0.029342','1013:0.027298','8:0.011318','1022:0.0004238','1021:0.00019944','77:0.00012465','1030:4.9859e-05','1016:2.493e-05','1017:2.493e-05',
cluster_00031,'1008:1','1015:0.81331','1009:0.32076','1001:0.21925','1011:0.19578','1029:0.071398','5001:0.032626','1031:0.013098','1007:0.0086845','1025:0.003488','1013:0.0017322','1030:0.0007593','77:4.7456e-05',
cluster_00032,'1007:0.91496','1025:0.8915','1029:0.88486','1011:0.72021','5001:0.45033','1008:0.40666','1013:0.30491','1021:0.27166','8:0.1607','1009:0.14532','1005:0.047027','7:0.011943','1015:0.0031991','77:0.0012797','1017:0.0002666','1010:0.00021328','1016:5.3319e-05','1023:2.666e-05',
cluster_00033,'1008:0.99294','5001:0.87451','1029:0.66145','1025:0.24012','1011:0.15443','1031:0.10303','1017:0.015678','1030:0.015406','1023:0.01135','1001:0.0081118','1010:0.0047716','1035:0.0042263','1024:0.002863','1015:0.0023517','1022:0.0022495','1009:0.0010225','1013:0.00098841','10:0.00068166','1021:0.000409','1034:0.00034083','1007:0.00030675','77:0.0002045','11:0.00017042','1016:6.8166e-05','251:3.4083e-05','1005:3.4083e-05',
cluster_00034,'1029:0.99171','1011:0.72319','1008:0.46702','1025:0.3962','1005:0.24597','1021:0.13704','5001:0.03962','1013:0.026607','1007:0.023799','1009:0.0011142','77:0.0001337',
cluster_00035,'251:0.99511','1025:0.99181','1029:0.96131','1010:0.90818','5001:0.76896','1008:0.38576','1005:0.16237','1011:0.026742','1021:0.010078','2:0.0089659','1013:0.0065186','1023:0.005028','1031:0.0029812','1017:0.00082317','77:0.00068969','10:0.00053395','1030:0.00035597','1015:0.00026698','1007:0.00015574','1009:0.00015574','1035:0.00015574','1022:0.00011124','11:4.4496e-05','17:2.2248e-05','252:2.2248e-05','1001:2.2248e-05',
cluster_00036,'1025:0.99425','251:0.99415','1029:0.95868','1010:0.91653','5001:0.70198','1005:0.58197','1008:0.42537','1021:0.32276','1011:0.28318','1013:0.093317','2:0.017858','1007:0.0027699','1015:0.002686','1009:0.0016577','77:0.0015109','10:0.00071346','1031:0.00069248','1023:0.0005246','1001:0.00029378','1030:0.00025181','17:0.00018886','1035:0.00010492','1034:6.2952e-05','1017:4.1968e-05','252:2.0984e-05',
cluster_00037,'1029:0.88856','1025:0.86213','5001:0.59406','1008:0.52322','1011:0.52028','1010:0.25342','1021:0.14224','1005:0.11157','1013:0.059315','1031:0.015425','251:0.011352','1001:0.010529','1030:0.0083622','1007:0.004636','17:0.0038562','1023:0.0027296','1016:0.0025563','2:0.0024697','1009:0.0021664','10:0.0018198','1017:0.00082322','77:0.0007799','8:0.00025997','1015:0.00012998','28:4.3328e-05','1035:4.3328e-05',
cluster_00038,'1008:0.99892','1015:0.58208','1009:0.56385','1031:0.52015','1011:0.49904','5001:0.3475','1001:0.15735','1029:0.141','1007:0.071962','1025:0.011077','1013:0.0046538','1022:0.0028846','8:0.0013462','1030:0.00076923','77:0.0005','1024:0.00034615','1021:0.00026923',
cluster_00039,'1029:0.92179','5001:0.84347','1008:0.70239','1031:0.27055','1025:0.1189','1010:0.016357','1030:0.015295','1001:0.014784','1035:0.013919','1011:0.0061731','1015:0.0041678','1017:0.0037746','2:0.0023198','1022:0.0021625','1023:0.0012975','1009:0.0012582','1005:0.00086502','1024:0.00086502','10:0.00051115','1013:0.00039319','251:0.00031455','1021:0.00027523','1007:0.00015728','1034:7.8638e-05',
cluster_00040,'5001:0.99924','251:0.97655','1009:0.91776','1025:0.89223','1010:0.88156','1029:0.69965','1007:0.42765','1015:0.37183','1001:0.35563','1008:0.34771','1013:0.22797','1011:0.069753','1023:0.037294','8:0.033184','1017:0.022818','1031:0.022244','1030:0.020944','1005:0.014869','2:0.014356','1016:0.013298','1021:0.0042009','10:0.0028409','1022:0.0028107','7:0.0022365','1035:0.0020853','17:0.0012996','252:0.0010276','77:0.00030222','11:0.00018133','1024:0.00018133','1034:3.0222e-05',
cluster_00041,'1029:0.98515','5001:0.59513','1025:0.53169','1008:0.26853','1031:0.022322','1017:0.0049662','1005:0.0027647','1010:0.0024063','1022:0.0020991','1023:0.0013823','1024:0.00040958','1035:0.00040958','1021:0.00035839','1011:0.00020479','77:5.1198e-05','1001:5.1198e-05','1015:5.1198e-05','1030:5.1198e-05',
cluster_00042,'1008:0.94273','1001:0.70392','1031:0.68928','1015:0.61262','1030:0.092649','5001:0.035209','1009:0.024093','1029:0.0026357','1011:0.0020054','77:0.00045837','1022:0.00011459',
cluster_00043,'5001:0.97395','1009:0.93396','1029:0.92039','1025:0.88727','1015:0.56291','1001:0.50781','1007:0.41902','1013:0.32971','1008:0.2508','1030:0.092791','1011:0.063556','1016:0.060223','1005:0.038765','1031:0.034351','1021:0.02637','8:0.0073671','77:0.00099398','17:0.00073087','2:0.00055546','1010:0.00011694','1034:0.00011694','1035:5.8469e-05',
cluster_00044,'1025:0.99697','251:0.99665','1010:0.961','1029:0.86039','5001:0.85655','1008:0.070228','1005:0.046039','1023:0.019174','1017:0.0090392','2:0.0067636','1021:0.0025074','1031:0.00094817','10:0.00058997','1013:0.00040034','1022:0.00037927','1011:0.0003582','1035:0.00016856','1030:8.4282e-05','77:4.2141e-05','11:2.107e-05','1024:2.107e-05',
cluster_00045,'5001:0.9381','1029:0.85832','1008:0.56719','1025:0.51727','1010:0.29652','10:0.10289','1013:0.073512','1001:0.072774','1031:0.068276','17:0.064553','1030:0.051945','1007:0.049032','2:0.044719','251:0.044535','1009:0.042986','1016:0.019797','1015:0.0095115','1034:0.0082581','1035:0.0069309','1011:0.0042396','16:0.0028756','1005:0.002212','28:0.0014747','1021:0.00081106','1023:0.00077419','8:0.00073733','1017:0.00047926','1022:0.00018433','77:0.00014747','11:0.0001106','12:7.3733e-05','252:3.6866e-05',
cluster_00046,'1008:0.9981','1001:0.71794','1031:0.41092','1030:0.32136','1015:0.26639','5001:0.1068','1029:0.06235','1009:0.0066922','1011:0.0011567','1025:0.0008262','1034:0.0004131','1035:0.00011016','77:2.754e-05','1007:2.754e-05',
cluster_00047,'1025:0.92465','5001:0.91443','1029:0.71648','1010:0.43909','251:0.36489','10:0.31','2:0.068887','17:0.049511','1008:0.034479','1005:0.02721','28:0.019493','16:0.014207','1035:0.011776','1023:0.0094162','1030:0.0091094','1016:0.0068438','1013:0.0063482','1031:0.0054515','11:0.0050975','1017:0.0043423','252:0.0037995','1007:0.00118','1001:0.00063718','1034:0.00044839','1021:0.00021239','77:0.000118','1011:9.4398e-05','1009:7.0798e-05','253:4.7199e-05','12:2.3599e-05','1022:2.3599e-05',
cluster_00048,'1025:0.92504','1005:0.81435','1010:0.7234','1029:0.67565','1021:0.65017','5001:0.5227','1013:0.44545','10:0.14584','17:0.14061','251:0.13781','1011:0.12262','2:0.080982','1008:0.037994','1016:0.025321','28:0.0072114','1007:0.0040608','1023:0.0032439','77:0.0022171','16:0.0019604','1035:0.0010502','1001:0.0006768','11:0.00060678','252:0.00042008','1030:0.00032673','8:9.3351e-05','1009:9.3351e-05','1015:9.3351e-05','7:4.6676e-05','1031:2.3338e-05',
cluster_00049,'5001:0.9978','1008:0.96387','1029:0.66614','251:0.44044','1010:0.35191','10:0.1767','1025:0.10253','1031:0.087895','2:0.079864','1023:0.050972','252:0.041208','11:0.034254','1035:0.018497','17:0.0055022','16:0.0044486','28:0.0032311','1017:0.0029033','1030:0.0025521','1011:0.0018263','1022:0.00098338','1016:0.00077265','1034:0.00065558','253:0.00044486','12:0.00032779','1024:0.00023414','1013:0.00011707','1001:7.0241e-05','1005:2.3414e-05','1009:2.3414e-05','1028:2.3414e-05',
cluster_00050,'1025:0.99948','1023:0.89333','1010:0.62962','5001:0.15175','1005:0.11651','1017:0.11014','1029:0.10541','251:0.054723','252:0.024756','1021:0.0087045','10:0.0038731','1031:0.0021961','1028:0.0019964','1035:0.0019565','2:0.0017569','11:0.0017369','1022:0.00075865','1024:0.00067879','1013:0.00051908','77:0.00049911','1002:0.00021961','1011:7.9858e-05','1008:1.9964e-05',
cluster_00051,'1025:0.89347','5001:0.88877','1029:0.80362','1031:0.75385','1008:0.6693','1005:0.038263','1017:0.024972','1030:0.023122','1001:0.020073','1010:0.012983','1023:0.010482','1022:0.0031172','1035:0.0016785','1021:0.0011989','1024:0.00082211','1015:0.00058233','1011:0.00020553','1013:0.00010276',
cluster_00052,'1008:0.99924','1029:0.36753','5001:0.26259','1015:0.23198','1001:0.22711','1031:0.18481','1030:0.082257','1011:0.041885','1009:0.040584','1025:0.017238','1007:0.0046875','1013:0.0029939','1017:0.00042338','77:0.00039314','1035:0.00015121','1034:0.00012097','1022:6.0483e-05','17:3.0242e-05',
cluster_00053,'1008:0.99983','1015:0.81365','1001:0.48764','1031:0.2013','1009:0.1369','5001:0.061276','1011:0.051152','1029:0.03179','1030:0.0040307','1007:0.00023992','1013:0.00014395','77:4.7985e-05','1025:2.3992e-05',
cluster_00054,'5001:1','251:0.92865','1010:0.73182','1008:0.63702','1031:0.62618','1030:0.58991','1015:0.58465','1001:0.55915','1029:0.50028','1009:0.38299','1023:0.28205','1025:0.19529','1035:0.18429','1034:0.17607','1007:0.14049','1013:0.07015','252:0.06662','1022:0.064887','1016:0.056725','1011:0.025747','2:0.024171','1017:0.018121','1024:0.016734','10:0.015032','17:0.0080991','11:0.0059246','12:0.0038132','1005:0.0028678','1021:0.00078785','77:0.00056725','28:0.00037817','13:0.00028363','1014:0.00012606','1018:0.00012606','8:9.4542e-05','18:9.4542e-05','1003:3.1514e-05','1006:3.1514e-05','1012:3.1514e-05',
cluster_00055,'5001:0.99775','1025:0.96942','1009:0.77242','1001:0.7206','1015:0.69184','1029:0.4665','1030:0.25039','1007:0.1821','1031:0.18125','1008:0.12406','1013:0.10731','1005:0.066566','1010:0.030552','1016:0.01611','1023:0.0087682','1035:0.0053701','1011:0.0047633','1021:0.0043083','1017:0.0023362','8:0.0020328','1034:0.00048544','17:0.0004551','77:0.00018204','2:3.034e-05',
cluster_00056,'5001:0.99815','1008:0.96931','10:0.71136','1029:0.53472','1035:0.4492','28:0.37388','1031:0.26612','16:0.26588','1030:0.18979','1025:0.14272','17:0.079888','12:0.079399','13:0.05775','1034:0.052507','1016:0.014695','1001:0.013147','1010:0.012033','1011:0.010974','2:0.005813','1013:0.0044277','11:0.0040474','1007:0.0037757','1022:0.0016027','18:0.0014125','1015:0.0011952','8:0.00076058','251:0.0002988','1014:0.0002988','1017:0.00024447','1006:0.00019015','1009:0.00013582','77:0.00010865','1024:0.00010865','7:5.4327e-05','1005:5.4327e-05','1023:5.4327e-05','252:2.7164e-05','1021:2.7164e-05',
cluster_00057,'1008:0.93013','5001:0.88381','1030:0.66828','1001:0.64034','1029:0.56642','1031:0.50439','1025:0.24717','1034:0.13053','1011:0.082931','1015:0.081354','1035:0.078644','10:0.0097566','1009:0.0087218','1017:0.0064551','1007:0.0040406','1022:0.0035971','12:0.0029073','1013:0.0029073','17:0.0025623','1023:0.0012812','28:0.00088696','1005:0.00088696','1016:0.00078841','11:0.00054203','2:0.00039421','1010:0.0001971','13:4.9276e-05',
cluster_00058,'1008:0.99513','1030:0.94806','5001:0.84014','1001:0.77409','1031:0.31734','1029:0.24075','1034:0.21635','1015:0.094679','1035:0.071107','1025:0.05808','1011:0.025906','1022:0.0072263','1009:0.0067101','1013:0.0010323','1024:0.00066364','1007:7.3737e-05','77:4.9158e-05','1016:2.4579e-05','1021:2.4579e-05',
cluster_00059,'1029:0.99892','1008:0.97753','1025:0.23795','5001:0.20358','1031:0.011073','1011:0.0096751','1017:0.0049182','1015:0.0021231','1022:0.00129','77:0.00077938','1001:0.0003225','1005:0.0001075','1024:8.0626e-05','1009:5.375e-05','1023:2.6875e-05',
cluster_00060,'1025:0.99857','5001:0.79611','1005:0.24563','1010:0.22534','1029:0.17397','1008:0.048392','1013:0.046846','1031:0.037492','1021:0.029839','1001:0.011364','1030:0.0090445','1009:0.0086194','251:0.0079236','1007:0.0064549','1011:0.005218','1023:0.0041357','10:0.0011209','2:0.0010049','77:0.00057978','1035:0.00057978','1015:0.00042517','17:0.00034787','1017:0.00030921','1016:0.00027056','8:3.8652e-05','11:3.8652e-05','1022:3.8652e-05','1034:3.8652e-05',
cluster_00061,'1008:0.94347','1031:0.92948','1015:0.85718','1001:0.6589','1009:0.5224','5001:0.51927','1011:0.07651','1029:0.062082','1030:0.033206','1007:0.023189','1022:0.0076231','1013:0.0016164','8:0.00073836','1024:0.00057872','77:0.00037916','1025:0.00033925','1035:1.9956e-05',
cluster_00062,'1029:0.99594','1008:0.89449','5001:0.52543','1025:0.50297','1011:0.47959','1017:0.12235','1022:0.11611','1031:0.015885','1024:0.014518','1021:0.0030293','1009:0.0024382','1007:0.0022535','1005:0.0016994','1023:0.001293','1015:0.00048025','77:0.00018471','1013:0.00014777','1028:7.3885e-05','1030:3.6943e-05',
cluster_00063,'5001:0.97268','1029:0.94675','1009:0.6771','1015:0.58193','1001:0.5605','1007:0.33622','1025:0.3065','1031:0.26905','1008:0.26526','1030:0.192','1013:0.13552','1017:0.086617','1022:0.07382','1016:0.063875','1011:0.036666','8:0.032313','1035:0.02308','1024:0.022367','17:0.022142','1023:0.011822','1010:0.0070179','2:0.005742','7:0.0012385','1034:0.0011634','77:0.0002627','11:0.00018765','1021:0.00015012','28:0.00011259','10:7.5058e-05','1028:3.7529e-05',
cluster_00064,'1029:0.98154','5001:0.97855','1025:0.53752','1031:0.11242','1010:0.051918','1008:0.047915','1001:0.024754','1030:0.01706','1017:0.010143','1035:0.0081996','251:0.0056736','2:0.0030311','1023:0.0024482','1022:0.0024094','1013:0.0018653','1005:0.0013601','1011:0.00093265','1034:0.00062177','10:0.00054405','1021:0.00054405','1009:0.00027202','11:0.0001943','1007:0.0001943','17:0.00015544','1015:0.00011658',
cluster_00065,'1008:0.99739','1009:0.7355','1011:0.70275','1029:0.47897','1007:0.45134','5001:0.29368','1015:0.24942','1025:0.11154','1013:0.05573','8:0.036685','1001:0.036493','1021:0.0074857','77:0.0015137','1031:0.0014036','1022:8.2563e-05','7:2.7521e-05','1017:2.7521e-05',
cluster_00066,'5001:0.9401','1025:0.9369','1029:0.69661','1010:0.47981','251:0.32558','2:0.049526','10:0.028608','1023:0.014825','1017:0.0074359','17:0.0041465','1001:0.00097292','1008:0.00090343','1035:0.00081077','1013:0.0007876','1030:0.00062545','1031:0.00055595','252:0.00044013','1005:0.0003938','11:0.00020848','1016:0.00013899','1007:6.9494e-05','16:4.633e-05','77:4.633e-05','1034:4.633e-05','1022:2.3165e-05',
cluster_00067,'5001:1','251:0.85501','1010:0.83689','1015:0.7446','1009:0.72081','1029:0.67954','1001:0.67752','1025:0.64728','1023:0.51056','1008:0.44451','1017:0.41408','1031:0.35032','1022:0.19834','1030:0.18694','252:0.15106','1007:0.090077','1011:0.067348','1024:0.059759','1035:0.035695','1013:0.026848','2:0.011059','10:0.0096103','8:0.0055297','11:0.0043475','17:0.0011059','1016:0.0010678','77:0.0005339','1034:0.00019068','1005:3.8136e-05','1028:3.8136e-05',
cluster_00068,'1008:0.95714','5001:0.78214','1029:0.71917','1011:0.53135','1025:0.39717','1031:0.027101','1021:0.026874','1013:0.015837','1030:0.014514','1001:0.010205','1009:0.0067279','1015:0.0060853','1010:0.0053672','1007:0.0049136','1017:0.0035529','1023:0.0023056','1035:0.00090713','77:0.00071815','1005:0.00041577','10:0.00011339','1022:0.00011339','11:3.7797e-05','1024:3.7797e-05',
cluster_00069,'1025:0.9902','1010:0.9208','1016:0.51769','1029:0.24726','1013:0.23903','17:0.23018','5001:0.16339','1005:0.12237','10:0.11804','2:0.074454','28:0.044657','1007:0.041134','16:0.020758','1021:0.014324','8:0.0065109','251:0.0062045','1023:0.0039448','1008:0.0023363','1017:0.0011107','7:0.0010341','1009:0.00061279','1035:0.00042129','1031:0.0002298','1011:0.0001915','1030:7.6599e-05','12:3.83e-05',
